1.611	0.82291	0.46938	0.55173	0.14168	0.53812	0.40416	0.53812	0.41216	0.27671	0.27186	0.40416	0.80977	0.27671	0.62151	0.46761	0.61461	0.41216	0.42546	0.40416	0.33544	0.48082	0.2081	0.19945	0.80219	0	0.27186	0.60753	0.40416	0.056272	0.19945	0.39638	0.34893	0.34052	0.48868	0.080059	0.67745	0.21698	0.28034	0.74719	0.69951	0.34052	0.61413	0.42546	0.48868	0.42546	0.40654	0.41719	0.27186	0.62151	0.54309	0.48696	0.27186	0.27186	0.27671	0.13511	0.05953	0.34052	0.19945	0.2081	0.46938	0.35756	0.28905	0.48868	0.35756	0.34353	0.47523	0.20505	0.34353	0.14168	0.41216	0.41216	0.28034	0.14168	0.48307	0.47523	0.49677	0.46938	0.7611	1.1078
2.6482	1.1048	0.62192	0.33544	0.26002	0.18804	0.12387	0.065136	0.27186	0.62151	0.26813	0.34353	0.41216	0.19945	0.46761	0.27186	0.26002	0.27186	0.34052	0.34052	0.54309	0.61413	0.61461	0.41216	0.46938	0.26361	0.19945	0.74719	0.40654	0.41719	0.33235	0.48082	0.48082	0.32758	0.60753	0.28034	0.46761	0.41719	0.33235	0.32758	0.40917	0.60753	0.19945	0.40416	0.26813	0.27671	0.13511	0.40416	0.61413	0.34052	0.19945	-0.14697	0.19945	0.33235	0.27671	0.60753	-0.27762	0.27671	0.14417	0.41719	0.27671	0.34353	0.21698	0.28551	0.28905	0.53812	0.078138	0.0012507	0.27186	0.34893	0.34353	0.40654	0.13266	0.46761	0.53089	0.39884	0.41446	0.46207	0.62913	1.1503
2.2896	0.53812	0.40654	0.40416	0.41719	0.34353	0.39884	0.40416	0.40416	0.61461	0.34353	0.40416	0.27186	0.61461	0.2081	-0.072476	0.41216	0.20505	0.26002	0.19643	0.47523	0.19945	0.27186	0.40416	0.40416	0.27186	0.2081	0.46761	0.54426	0.53089	0.40416	0.48082	0.41216	0.27671	0.13266	0.46023	0.46938	0.48082	0.34052	0.21272	0.26813	0.34052	0.27671	0.2081	0.41216	0.27671	0.33544	0.46023	0.28942	0.33235	0.34496	0.12387	0.2081	0.21272	0.068722	-0.13712	0.40416	0.12387	0.40917	0.070596	0.13511	0.49677	0.068722	0.34353	0.28551	0.20505	0.074223	0.34353	0.41216	0.4204	0.62913	0.53812	0.34353	0.28034	0.60084	0.60084	0.49677	0.34893	0.55943	0.61521
2.6482	0.74719	0.53812	0.47523	0.27186	0.2081	0.46761	0.33544	0.46761	0.27186	0.46761	0.48868	0.33235	0.2081	0.28034	0.33544	0.60753	0.18804	0.41719	0.53812	0.40654	0.40416	0.27186	0.42546	0.40416	0.40416	0.19103	-0.0080122	0.21698	0.19643	0.19945	0.33544	0.14417	0.26361	0.61413	0.41719	0.33544	0.13266	0.75535	0.39884	0.82639	0.27186	0.34052	0.61413	0.34052	0.33235	0.54309	0.40917	0.48082	0.19945	0.13511	0.27671	0.26361	0.55063	0.41719	0.2081	0.48082	0.40917	0.55173	0.34893	0.41446	0.42546	0.068722	0.55841	0.28034	0.21698	0.33544	0.28034	0.14168	0.34052	0.34893	0.27671	0.35184	0.61461	0.46938	0.60084	0.53812	0.35184	0.7611	1.0268
2.4292	0.75403	0.96472	0.62192	0.2081	0.1843	0.41719	0.12884	0.34052	0.33544	0.26002	0.53089	0.55173	0.46761	0.40416	0.05953	0.67731	0.27671	0.27186	0.26361	0.40416	0.34052	0.32758	0.46023	0.39884	-0.0080122	0.0012507	0.27186	0.54426	0.55173	0.39638	0.33544	0.46761	0.34052	0.47523	0.41216	0.2081	0.33544	0.27186	0.27186	0.48082	0.62151	0.34052	0.48082	0.40416	0.48082	0.67745	0.34052	0.41719	0.55841	0.55173	0.27186	0.47319	0.48082	0.19945	0.33235	0.26813	0.27671	0.54426	0.34052	0.078138	0.34893	0.34893	0.13266	0.14168	0.068722	0.61461	-0.06281	0.27186	0.47523	0.2081	0.95852	0.40416	0.46761	0.41446	0.48307	0.39884	0.40654	0.62913	0.8316
2.5108	0.62946	0.74719	0.34353	0.40416	0.47523	0.12038	0.34353	0.26361	0.41719	0.33544	0.27186	0.26002	0.46938	0.27186	0.41216	0.13511	0.33235	0.068722	0.41216	0.34052	0.33235	0.25202	0.60753	0.46761	0.39638	0.065136	0.34353	0.26361	0.34353	0.68444	0.53089	0.61413	0.46761	0.46207	0.34052	0.33544	0.48082	-0.0037467	0.74059	0.48696	0.32758	0.55063	0.32758	0.12387	0.40416	0.47319	0.33235	0.40416	0.070596	0.54309	0.27186	0.27186	0.54426	0.33235	0.54426	0.68444	0.19945	0.19945	0.55063	0.40654	0.12884	0.2081	0.21698	0.28034	0.28034	0.41216	0.48082	0.12387	0.54426	0.27186	0.27186	0.46207	0.19643	0.47523	0.065136	0.14168	0.28034	0.75403	1.3197
2.8194	0.81622	0.47523	0.47523	0.21698	0.46938	0.34353	0.67062	0.54426	0.34052	0.46761	0.26361	0.40416	0.33544	0.60753	0.48082	0.53812	0.61461	0.61413	0.46023	0.26813	0.39884	0.27186	0.53089	-0.072476	0.46761	0.12387	0.33544	0.54426	0.46761	0.12387	0.95852	0.27186	0.41216	0.61413	-0.0080122	0.46761	0.0012507	0.05953	0.48696	0.60699	0.26813	0.40917	0.32441	-0.072476	0.40416	0.41719	0.27671	0.54426	0.54426	0.61413	0.39638	0.61413	0.14417	0.40416	0.62151	0.48082	0.34052	0.47131	0.14417	0.48082	0.34353	0.2081	0.40416	0.2081	0.26002	0.40654	0.27186	0.40416	0.2081	0.13266	0.55943	0.20505	0.27186	0.33544	0.40654	0.33544	0.19643	0.62192	0.8316
2.7073	0.96193	0.60084	0.54558	0.27186	0.55173	0.18804	0.55173	0.67745	0.60084	0.40654	0.67731	0.27186	0.12038	0.34353	0.62151	0.40416	0.40416	0.27186	0.60753	0.19945	0.12387	0.40416	0.594	0.27186	0.33544	0.26813	0.54426	0.61461	0.27186	0.0012507	0.26361	0.80977	0.40416	0.39638	0.26361	0.14417	0.32758	0.67745	0.74719	0.26813	0.48082	0.67745	0.27671	0.40917	0.40917	0.33235	0.41719	0.89591	0.12629	0.61413	0.19945	0.34893	0.54426	0.26813	0.48082	0.2081	0.25979	0.2081	0.26813	0.4204	0.28034	0.2081	0.41216	0.34353	0.068722	0.21698	0.47523	0.40416	0.074223	0.40654	0.67731	0.12387	0.41216	0.60753	0.28034	0.61461	0.61413	0.80977	0.81622
2.6464	0.97492	0.67731	0.61461	0.40416	0.53812	0.54426	0.05953	0.34052	0.46761	0.34353	0.54426	0.32758	0.33544	0.74719	0.39638	0.67745	0.32758	-0.014366	0.6707	0.46023	0.46761	0.12884	-0.072476	0.32758	0.46023	0.33235	0.53703	0.48696	0.26813	0.53089	0.39638	0.40416	0.26361	0.32441	0.61413	0.67745	0.6707	0.67731	0.60699	0.55063	0.60699	0.26813	0.26361	0.34496	0.34052	0.54309	0.60753	0.26813	0.34052	0.46761	0.26361	0.19945	0.34496	0.33235	0.34052	0.40917	0.39638	0.061361	0.34052	0.27186	0.62913	0.42546	0.40416	0.19643	0.2081	0.27186	0.40416	0.40416	0.21698	0.35756	0.27186	0.46761	0.27186	0.74059	0.2081	0.40416	0.40416	0.47523	1.1556
2.4246	0.90031	0.68424	0.53812	0.2081	0.33544	0.40654	0.39884	0.33544	0.53089	0.68444	0.55173	0.52512	0.32758	0.33544	0.40416	0.53089	0.68444	0.74719	-0.017049	0.33544	0.056272	0.54426	0.33544	0.27186	0.40416	0.28034	0.46761	0.52391	0.47319	0.61413	0.34052	0.39638	0.26361	0.39638	0.40917	0.48082	0.53089	0.41216	0.47319	0.26361	0.28942	0.39638	0.48082	0.47319	0.75614	0.53703	0.40917	0.13511	0.39638	0.19945	0.41719	0.81847	0.40416	0.33235	0.05953	0.60699	0.33235	0.27671	0.55173	0.74719	0.28034	0.34052	0.40654	0.2081	0.27186	0.21698	0.27186	0.46761	0.39638	0.28034	0.55173	0.056272	0.34353	0.46761	0.60753	0.74719	0.35184	0.8316	0.75403
